name,country,icao,latitude,longitude,elevation,longest_runway,magnetic_variation,airport_type,beacon,fuel_types,landing_fee,oxygen,repairs
VELYKA KOKHNIVKA NATL,Ukraine,UKHK,49.13388889,33.47638889,270,5249,8,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
SUPRUNIVKA,Ukraine,UKHP,49.56944444,34.39416667,505,8366,7,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
SUMY NATL,Ukraine,UKHS,50.85833333,34.76277778,594,8202,8,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
CHERKASY INTL,Ukraine,UKKE,49.41583333,31.995,374,8202,7,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
KIROVOHRAD,Ukraine,UKKG,48.54138889,32.28277778,571,4268,7,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
ZHULIANY INTL,Ukraine,UKKK,50.40194444,30.45194444,587,7579,7,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
ANTONOV-2 INTL,Ukraine,UKKM,50.60027778,30.19361111,518,11490,7,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Minor Engine, Major Airframe, Major Engine"
ANTONOV-1 NATL,Ukraine,UKKT,50.47888889,30.38416667,581,5925,7,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,"Minor Airframe, Minor Engine, Major Airframe, Major Engine"
IVANO-FRANKIVSK INTL,Ukraine,UKLI,48.88388889,24.68444444,919,8202,6,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
LVIV INTL,Ukraine,UKLL,49.80972222,23.95833333,1077,10843,6,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
CHERNIVTSI INTL,Ukraine,UKLN,48.25944444,25.98,827,7270,5,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
RIVNE INTL,Ukraine,UKLR,50.60833333,26.13972222,755,8615,6,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
TERNOPIL NATL,Ukraine,UKLT,49.525,25.71555556,1073,6588,6,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
UZHHOROD INTL,Ukraine,UKLU,48.63444444,22.26333333,384,6686,5,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
KHERSON INTL,Ukraine,UKOH,46.67611111,32.50611111,146,8202,7,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
MYKOLAIV INTL,Ukraine,UKON,47.05805556,31.91944444,184,8383,7,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
ODESA,Ukraine,UKOO,46.42666667,30.67638889,171,9186,6,Public/civil,FALSE,"100-130 octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
GAVRYSHIVKA INTL,Ukraine,UKWW,49.2425,28.61388889,974,8202,6,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
TALAGI,Russia,ULAA,64.60027778,40.71666667,62,8202,15,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
NARYAN-MAR,Russia,ULAM,67.64027778,53.12194444,43,8406,22,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
PULKOVO,Russia,ULLI,59.80027778,30.2625,79,12402,11,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
KHIBINY,Russia,ULMK,67.46277778,33.58555556,525,8189,15,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
MURMANSK,Russia,ULMM,68.78166667,32.75111111,266,8202,15,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
KRESTY,Russia,ULOO,57.78194444,28.39416667,154,8281,9,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
BESOVETS,Russia,ULPB,61.88527778,34.15472222,151,8212,13,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
CHEREPOVETS,Russia,ULWC,59.27611111,38.01888889,377,8278,13,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
BREST,Belarus,UMBB,52.10833333,23.89638889,469,8596,7,Public/civil,FALSE,"80-87 octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
HOMIEL,Belarus,UMGG,52.52694444,31.01666667,471,8428,8,Public/civil,FALSE,"80-87 octane, JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
VICIEBSK,Belarus,UMII,55.12638889,30.34972222,682,8550,8,Public/civil,FALSE,"80-87 octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
KHRABROVO,Russia,UMKK,54.89166667,20.59861111,43,10991,6,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
HRODNA,Belarus,UMMG,53.60194444,24.05388889,443,8399,7,Public/civil,FALSE,"80-87 octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
MINSK-2,Belarus,UMMS,53.8825,28.03083333,681,12139,8,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
MAHILIOU,Belarus,UMOO,53.95527778,30.09416667,637,8419,8,Public/civil,FALSE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
ABAKAN,Russia,UNAA,53.74,91.38527778,830,10663,4,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
MIKHAYLOVKA,Russia,UNBB,53.36333333,83.53972222,837,9360,8,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
GORNO-ALTAISK,Russia,UNBG,51.96916667,85.83638889,968,7549,6,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
ALEXEY LEONOV,Russia,UNEE,55.27,86.1075,873,10499,8,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
PODKAMENNAYA TUNGUSKA,Russia,UNIP,61.59166667,89.99972222,214,5584,9,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
YEMELYANOVO,Russia,UNKL,56.17305556,92.49333333,942,12139,4,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
CHEREMSHANKA,Russia,UNKM,56.1775,92.54666667,833,5906,4,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
KYZYL,Russia,UNKY,51.66944444,94.40055556,2142,8858,3,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
TOLMACHEVO,Russia,UNNT,55.03333333,82.59916667,367,11818,9,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
TSENTRALNY,Russia,UNOO,54.96722222,73.31027778,312,8205,12,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
BOGASHEVO,Russia,UNTT,56.38305556,85.21055556,597,8202,8,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
SPICHENKOVO,Russia,UNWW,53.81194444,86.87833333,1024,8789,6,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
KHATANGA,Russia,UOHH,71.97833333,102.4933333,98,8871,5,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
IGARKA,Russia,UOII,67.4375,86.62194444,82,8245,17,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
ALYKEL,Russia,UOOO,69.30872222,87.32775,573,9255,19,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
TURUKHANSK,Russia,UOTT,65.8,87.93,128,5906,14,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
VITYAZEVO,Russia,URKA,45.00222222,37.34722222,177,8202,7,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
GELENDZHIK,Russia,URKG,44.58194444,38.01305556,131,10171,6,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
PASHKOVSKIY,Russia,URKK,45.03472222,39.17027778,118,9846,7,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
SEVERNY,Russia,URMG,43.38833333,45.69972222,538,8202,7,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
UYTASH,Russia,URML,42.81694444,47.6525,16,8661,7,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
MINERALNYYE VODY,Russia,URMM,44.22694444,43.08305556,1047,12795,7,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
NALCHIK,Russia,URMN,43.51305556,43.63666667,1463,7218,7,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
BESLAN,Russia,URMO,43.20527778,44.60666667,1673,9843,7,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
MAGAS,Russia,URMS,43.32361111,45.01222222,1207,9843,7,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
SHPAKOVSKOYE,Russia,URMT,45.10916667,42.11277778,1486,8530,8,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
PLATOV,Russia,URRP,47.49388889,39.92472222,282,11811,8,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
YUZHNY,Russia,URRT,47.19833333,38.84916667,118,9052,8,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
SOCHI,Russia,URSS,43.44444444,39.94694444,89,9498,6,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
ASTRAKHAN,Russia,URWA,46.28333333,48.00638889,-62,10499,8,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
ELISTA,Russia,URWI,46.37472222,44.32388889,502,10499,8,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
GUMRAK,Russia,URWW,48.78027778,44.33555556,476,9186,9,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
BALANDINO,Russia,USCC,55.30583333,61.50361111,771,10499,14,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
MAGNITOGORSK,Russia,USCM,53.39305556,58.75555556,1430,10663,12,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
SABETTA,Russia,USDA,71.21444444,72.03888889,46,8868,29,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
BOVANENKOVO,Russia,USDB,70.31527778,68.33361111,23,8717,28,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
SALEKHARD,Russia,USDD,66.59055556,66.61111111,220,8934,23,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
KHANTY-MANSIYSK,Russia,USHH,61.02861111,69.08611111,141,9186,17,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
NYAGAN,Russia,USHN,62.11055556,65.61388889,361,8301,18,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
BELOYARSKIY,Russia,USHQ,63.68805556,66.69972222,79,7028,20,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
SOVETSKIY,Russia,USHS,61.32444444,63.60444444,351,8209,18,Public/civil,FALSE,"80-87 octane, JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
URAY,Russia,USHU,60.10722222,64.82583333,190,7552,17,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
IZHEVSK,Russia,USII,56.83527778,53.4625,535,8202,14,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
POBEDILOVO,Russia,USKK,58.50333333,49.34694444,486,8868,14,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
NADYM,Russia,USMM,65.48222222,72.69833333,49,8711,21,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
NOVY URENGOY,Russia,USMU,66.07,76.51944444,213,8366,20,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
NIZHNEVARTOVSK,Russia,USNN,60.94861111,76.48055556,177,10502,15,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
BOLSHOE SAVINO,Russia,USPP,57.91444444,56.02138889,404,10512,15,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
KOGALYM,Russia,USRK,62.19055556,74.53361111,220,8225,18,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
NOYABRSK,Russia,USRO,63.18388889,75.26888889,446,8222,18,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
SURGUT,Russia,USRR,61.34388889,73.40222222,200,9154,17,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
KOLTSOVO,Russia,USSS,56.74305556,60.80305556,768,9925,15,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
ROSHCHINO,Russia,USTR,57.16833333,65.31611111,377,9846,15,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
KURGAN,Russia,USUU,55.475,65.41527778,240,8533,13,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
ASHGABAT,Turkmenistan,UTAA,37.99166667,58.36194444,692,12467,4,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
TURKMENBASHI,Turkmenistan,UTAK,40.06333333,53.00722222,283,11483,5,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
MARY,Turkmenistan,UTAM,37.62166667,61.89666667,728,12467,4,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
DASHOGUZ,Turkmenistan,UTAT,41.76,59.83444444,282,12467,6,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
TURKMENABAT,Turkmenistan,UTAV,38.93083333,63.56388889,649,12467,5,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
DUSHANBE,Tajikistan,UTDD,38.54333333,68.825,2575,10210,4,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
KULOB,Tajikistan,UTDK,37.98833333,69.80666667,2295,9843,3,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
KHUJAND,Tajikistan,UTDL,40.215,69.69666667,1450,10499,4,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
BOKHTAR,Tajikistan,UTDT,37.86666667,68.865,1472,7497,4,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
ANDIZHAN,Uzbekistan,UTFA,40.72694444,72.2925,1558,9793,5,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
FERGANA,Uzbekistan,UTFF,40.35835,71.74470556,2052,9390,5,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
NAMANGAN,Uzbekistan,UTFN,40.98486667,71.55684167,1705,10748,4,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
NUKUS,Uzbekistan,UTNN,42.48916667,59.62277778,250,9843,6,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
URGENCH,Uzbekistan,UTNU,41.58277778,60.64361111,322,9843,6,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
NAVOI,Uzbekistan,UTSA,40.11731111,65.171225,1142,13123,5,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
BUKHARA,Uzbekistan,UTSB,39.77552778,64.48233333,751,9843,5,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
KARSHI,Uzbekistan,UTSK,38.80327778,65.77277778,1232,9268,4,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
SAMARKAND,Uzbekistan,UTSS,39.70057222,66.98385278,2226,10187,5,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
TERMEZ,Uzbekistan,UTST,37.28655556,67.30844444,1028,9843,4,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
ISLAM KARIMOV,Uzbekistan,UTTT,41.25666667,69.28166667,1417,13123,5,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
GRABTSEVO,Russia,UUBC,54.54861111,36.37138889,666,7218,10,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
YUZHNY,Russia,UUBI,56.9425,40.93222222,410,8215,13,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
BRYANSK,Russia,UUBP,53.21444444,34.17583333,666,7874,8,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
RAMENSKOYE,Russia,UUBW,55.55277778,38.14972222,404,15092,11,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
DOMODEDOVO,Russia,UUDD,55.40861111,37.90638889,594,12467,11,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
TUNOSHNA,Russia,UUDL,57.56055556,40.1575,305,9843,12,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
SHEREMETYEVO,Russia,UUEE,55.9725,37.41305556,630,12139,11,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
OSTAFYEVO,Russia,UUMO,55.5075,37.50416667,564,6726,10,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
BELGOROD,Russia,UUOB,50.64388889,36.59,735,8202,8,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
VOSTOCHNY,Russia,UUOK,51.75055556,36.29555556,686,8202,8,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
LIPETSK,Russia,UUOL,52.7025,39.53833333,587,7687,10,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
CHERTOVITSKOYE,Russia,UUOO,51.815,39.22972222,515,7546,9,Public/civil,FALSE,"100 low lead (LL) octane, JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
DONSKOE,Russia,UUOT,52.80611111,41.48277778,417,6883,10,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
VNUKOVO,Russia,UUWW,55.59916667,37.27305556,686,11483,10,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
UKHTA,Russia,UUYH,63.56694444,53.80444444,482,8714,19,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
USINSK,Russia,UUYS,66.00472222,57.36722222,262,8205,23,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
VORKUTA,Russia,UUYW,67.48888889,63.99305556,604,7218,25,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
SYKTYVKAR,Russia,UUYY,61.64694444,50.845,338,8202,18,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
STRIGINO,Russia,UWGG,56.23,43.78416667,259,9843,13,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
BUGULMA,Russia,UWKB,54.64138889,52.80055556,991,6506,11,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
KAZAN,Russia,UWKD,55.60694444,49.28027778,410,12303,13,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
BEGISHEVO,Russia,UWKE,55.56472222,52.0925,643,8209,13,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
YOSHKAR-OLA,Russia,UWKJ,56.70527778,47.89527778,348,7877,13,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
SENYALY,Russia,UWKS,56.09027778,47.34722222,561,8241,13,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
BARATAYEVKA,Russia,UWLL,54.27111111,48.22666667,449,10171,12,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
VOSTOCHNY,Russia,UWLW,54.39944444,48.80111111,253,16404,12,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
ORENBURG,Russia,UWOO,51.79583333,55.45666667,387,8205,11,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
ORSK,Russia,UWOR,51.0725,58.59583333,909,9514,10,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
PENZA,Russia,UWPP,53.10916667,45.02611111,604,9186,10,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
SARANSK,Russia,UWPS,54.12527778,45.21277778,709,9193,12,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
TSENTRALNY,Russia,UWSS,51.56555556,46.04555556,499,7290,10,Public/civil,FALSE,"Mogas, JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
UFA,Russia,UWUU,54.55777778,55.87388889,450,12339,13,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
KURUMOCH,Russia,UWWW,53.50111111,50.15388889,476,9846,12,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
AHMEDABAD INTL,India,VAAH,23.07119444,72.62643889,189,11499,0,Public/civil,TRUE,"80-87 octane, JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
AURANGABAD,India,VAAU,19.86444444,75.3975,1911,9301,-1,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
CHHATRAPATI SHIVAJI MAHARAJ INTL,India,VABB,19.09166667,72.86611111,40,11312,-1,Public/civil,TRUE,"80-87 octane, JET A, JET 4, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
VADODARA,India,VABO,22.33,73.21888889,132,8100,0,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
RAJA BHOJ,India,VABP,23.28694444,77.33694444,1719,9003,0,Public/civil,TRUE,"80-87 octane, Mogas, JET 5",TRUE,Low Pressure Bottle,Major Engine
BHAVNAGAR,India,VABV,21.75416667,72.19055556,44,6299,-1,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
DAMAN,India,VADN,20.43376111,72.84240833,42,5909,0,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
GONDIA,India,VAGD,21.52355556,80.28769444,987,7513,0,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
DEVI AHILYABAI HOLKAR,India,VAID,22.72333333,75.80555556,1851,9035,0,Public/civil,TRUE,"80-87 octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
JABALPUR,India,VAJB,23.18337222,80.06044444,1626,6522,0,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
JALGAON,India,VAJL,20.96138889,75.62472222,842,5577,0,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
KANDLA,India,VAKE,23.11222222,70.10055556,96,5000,0,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
KOLHAPUR,India,VAKP,16.66637222,74.29048056,1996,4495,-1,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
KESHOD,India,VAKS,21.31498889,70.26913889,168,4498,0,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
DR. BABA SAHEB AMBEDKAR INTL,India,VANP,21.09166667,79.04833333,1033,10499,0,Public/civil,TRUE,"80-87 octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
OZAR,India,VAOZ,20.12,73.91333333,1995,9843,0,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
PORBANDAR,India,VAPR,21.65038611,69.65861944,23,4498,0,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
RAJKOT,India,VARK,22.30944444,70.77944444,441,6056,0,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
SURAT,India,VASU,21.11605,72.741825,29,9534,0,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
UDAIPUR,India,VAUD,24.61833333,73.89277778,1684,7484,0,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
BANDARANAIKE INTL COLOMBO,Sri Lanka,VCBI,7.180188889,79.8853,29,10991,-2,Public/civil,TRUE,"80-87 octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
ANURADHAPURA,Sri Lanka,VCCA,8.301888889,80.42877778,325,5348,-2,Military/non-civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
CHINA BAY,Sri Lanka,VCCT,8.54,81.16777778,7,7113,-2,Military/non-civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
